airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,18:25:00,405,1 ,No info,26890
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,19:50:00,685,1 ,In-flight meal not included,10844
Spicejet,2019-06-09,Delhi,Cochin,15:45:00,22:05:00,380,1 ,No info,6297
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,19:50:00,1495,1 ,In-flight meal not included,10844
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1 ,In-flight meal not included,10661
Air Asia,2019-03-03,Banglore,New Delhi,23:25:00,02:10:00,165,0,No info,6135
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,19:00:00,450,1 ,In-flight meal not included,10262
Air Asia,2019-03-27,Kolkata,Banglore,19:35:00,22:05:00,150,0,No info,3782
Air Asia,2019-05-18,Banglore,Delhi,23:55:00,02:45:00,170,0,No info,4483
Air Asia,2019-06-27,Delhi,Cochin,20:45:00,07:10:00,625,1 ,No info,6451
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,09:05:00,1555,1 ,No info,9397
Air Asia,2019-05-09,Kolkata,Banglore,22:40:00,10:40:00,720,1 ,No info,5192
Jet Airways,2019-05-18,Kolkata,Banglore,11:50:00,17:35:00,345,1 ,No info,8781
Multiple Carriers,2019-05-27,Delhi,Cochin,10:20:00,21:00:00,640,1 ,No info,7005
Multiple Carriers,2019-06-03,Delhi,Cochin,07:00:00,19:00:00,720,1 ,No info,12402
Indigo,2019-03-27,Delhi,Cochin,06:40:00,15:30:00,530,1 ,No info,8574
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,15:30:00,390,1 ,No info,14486
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1220,1 ,In-flight meal not included,7064
Indigo,2019-05-24,Kolkata,Banglore,18:05:00,23:30:00,325,1 ,No info,6218
Air India,2019-03-24,Kolkata,Banglore,09:50:00,23:15:00,2245,2 ,No info,14410
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,810,1 ,No info,7670
Air India,2019-05-27,Delhi,Cochin,06:05:00,09:25:00,1640,1 ,No info,7480
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,19:00:00,450,1 ,No info,15554
Air India,2019-04-24,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,4880
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,19:45:00,1665,1 ,In-flight meal not included,5963
Indigo,2019-05-06,Delhi,Cochin,18:35:00,01:30:00,415,1 ,No info,7191
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,21:00:00,835,1 ,No info,13587
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,21:05:00,690,1 ,In-flight meal not included,13994
Air India,2019-04-09,Delhi,Cochin,12:55:00,19:15:00,1820,2 ,No info,9968
Vistara,2019-06-09,Banglore,Delhi,21:00:00,23:50:00,170,0,No info,4668
Multiple Carriers,2019-06-15,Delhi,Cochin,12:50:00,21:00:00,490,1 ,No info,7005
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,1925,2 ,In-flight meal not included,9270
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,16:10:00,625,1 ,No info,16736
Spicejet,2019-03-18,Kolkata,Banglore,17:15:00,19:45:00,150,0,No check-in baggage included,4413
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1 ,No info,14714
Air India,2019-05-09,Kolkata,Banglore,12:00:00,18:30:00,1830,2 ,No info,9626
Jet Airways,2019-06-24,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5769
Air Asia,2019-03-06,Kolkata,Banglore,19:35:00,22:05:00,150,0,No info,4384
Air India,2019-05-27,Delhi,Cochin,10:00:00,19:15:00,555,1 ,No info,12029
Air India,2019-05-18,Delhi,Cochin,05:00:00,07:40:00,1600,2 ,No info,11228
Air India,2019-06-06,Delhi,Cochin,13:20:00,07:40:00,1100,2 ,No info,12751
Air Asia,2019-04-03,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,4107
Multiple Carriers,2019-03-03,Delhi,Cochin,19:00:00,01:35:00,395,1 ,No info,16775
Jet Airways,2019-04-01,Banglore,Delhi,07:10:00,10:10:00,180,0,No info,7229
Spicejet,2019-06-21,Kolkata,Banglore,17:10:00,19:40:00,150,0,No info,3873
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,16:20:00,590,1 ,No info,14781
Spicejet,2019-03-27,Chennai,Kolkata,09:30:00,12:05:00,155,0,No info,3384
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,18:10:00,700,1 ,In-flight meal not included,10031
Jet Airways,2019-06-09,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Indigo,2019-03-21,Delhi,Cochin,08:35:00,16:10:00,455,1 ,No info,6790
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1 ,No info,13731
Jet Airways,2019-06-12,Delhi,Cochin,17:30:00,19:00:00,1530,1 ,In-flight meal not included,10262
Goair,2019-05-06,Delhi,Cochin,07:25:00,13:35:00,370,1 ,No info,6296
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840,1 ,No info,13377
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,20:20:00,1640,1 ,No info,9555
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,08:15:00,1090,1 ,No info,22270
Indigo,2019-05-15,Delhi,Cochin,02:00:00,07:25:00,325,1 ,No info,8618
Indigo,2019-03-03,Banglore,New Delhi,06:00:00,08:45:00,165,0,No info,6144
Jet Airways,2019-05-09,Delhi,Cochin,23:05:00,12:35:00,810,2 ,No info,15129
Goair,2019-05-15,Delhi,Cochin,14:25:00,19:35:00,310,1 ,No info,10188
Spicejet,2019-06-27,Delhi,Cochin,06:05:00,11:20:00,315,1 ,No info,5583
Air India,2019-03-06,Delhi,Cochin,20:30:00,23:00:00,1590,1 ,No info,8854
Jet Airways,2019-03-24,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,No info,5678
Multiple Carriers,2019-06-03,Delhi,Cochin,17:45:00,01:30:00,465,1 ,No info,7530
Indigo,2019-03-27,Delhi,Cochin,10:45:00,21:00:00,615,1 ,No info,6838
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,12:35:00,1040,1 ,In-flight meal not included,10262
Multiple Carriers,2019-06-15,Delhi,Cochin,03:50:00,19:00:00,910,1 ,No info,12192
Air Asia,2019-06-03,Banglore,Delhi,23:55:00,02:45:00,170,0,No info,7120
Jet Airways,2019-06-01,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,7229
Air India,2019-06-12,Delhi,Cochin,17:40:00,08:15:00,875,1 ,No info,8991
Multiple Carriers,2019-03-27,Delhi,Cochin,11:40:00,19:15:00,455,1 ,No info,6953
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,04:40:00,585,1 ,In-flight meal not included,9663
Jet Airways,2019-06-03,Delhi,Cochin,19:45:00,12:35:00,1010,1 ,No info,14714
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,19:00:00,1210,1 ,No info,14714
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,20:45:00,740,1 ,No info,12681
Air India,2019-05-24,Kolkata,Banglore,07:00:00,20:25:00,805,1 ,No info,10413
Vistara,2019-03-09,Banglore,New Delhi,19:40:00,22:20:00,160,0,No info,8290
Jet Airways,2019-05-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,3210
Jet Airways,2019-03-06,Delhi,Cochin,20:05:00,04:25:00,500,2 ,No info,52285
Air Asia,2019-06-21,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,3807
Vistara,2019-06-01,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,4878
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,22:05:00,1540,1 ,No info,12692
Jet Airways,2019-03-21,Delhi,Cochin,05:40:00,04:25:00,1365,2 ,No info,11543
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1 ,In-flight meal not included,8586
Multiple Carriers,2019-03-27,Delhi,Cochin,07:10:00,22:20:00,910,1 ,No info,6145
Jet Airways,2019-03-15,Banglore,New Delhi,18:55:00,00:45:00,350,1 ,No info,21934
Air India,2019-04-06,Delhi,Cochin,20:40:00,09:25:00,765,1 ,No info,5117
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No info,5678
Jet Airways,2019-05-06,Banglore,Delhi,19:50:00,22:50:00,180,0,No info,7229
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,16:20:00,1285,1 ,In-flight meal not included,10844
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,08:15:00,735,1 ,In-flight meal not included,7064
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,19:00:00,810,2 ,No info,15129
Spicejet,2019-03-15,Banglore,New Delhi,05:45:00,08:35:00,170,0,No info,5575
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,21:00:00,735,1 ,No info,7485
Jet Airways,2019-05-21,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,4030
Multiple Carriers,2019-06-12,Delhi,Cochin,11:25:00,19:00:00,455,1 ,No info,10877
Jet Airways,2019-05-21,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4050
Multiple Carriers,2019-06-15,Delhi,Cochin,09:15:00,19:15:00,600,1 ,No info,9359
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,18:50:00,440,1 ,In-flight meal not included,15400
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,09:30:00,1310,1 ,No info,17261
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,04:25:00,1015,1 ,In-flight meal not included,12373
Multiple Carriers,2019-06-03,Delhi,Cochin,08:45:00,19:00:00,615,1 ,No info,12524
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,04:25:00,520,1 ,In-flight meal not included,5963
Air India,2019-05-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2 ,No info,10676
Spicejet,2019-05-12,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,3257
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,04:25:00,805,1 ,No info,14714
Air India,2019-06-12,Delhi,Cochin,05:10:00,08:00:00,170,0,No info,5201
Air India,2019-05-01,Kolkata,Banglore,09:25:00,18:30:00,545,1 ,No info,8891
Air Asia,2019-03-03,Banglore,New Delhi,05:50:00,08:40:00,170,0,No info,7652
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2 ,In-flight meal not included,15544
Air India,2019-06-12,Delhi,Cochin,14:10:00,17:10:00,180,0,No info,5201
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,10:05:00,910,1 ,No info,13584
Spicejet,2019-06-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,No info,3873
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,21:05:00,1480,1 ,No info,13067
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1 ,No info,14714
Jet Airways,2019-03-21,Banglore,New Delhi,09:45:00,15:55:00,370,1 ,In-flight meal not included,7280
Jet Airways,2019-05-09,Delhi,Cochin,21:25:00,12:35:00,910,2 ,In-flight meal not included,11507
Indigo,2019-03-27,Delhi,Cochin,17:10:00,01:35:00,505,1 ,No info,6316
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2 ,In-flight meal not included,9270
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,20:45:00,400,1 ,No info,14781
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,21:00:00,720,1 ,No info,7933
Spicejet,2019-05-21,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,3573
Air India,2019-05-01,Kolkata,Banglore,05:50:00,08:55:00,1625,2 ,No info,10991
Vistara,2019-06-01,Banglore,Delhi,11:30:00,14:20:00,170,0,No info,4668
Air Asia,2019-04-03,Banglore,Delhi,04:55:00,07:45:00,170,0,No info,4282
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1 ,No info,14571
Indigo,2019-03-18,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,No info,2227
Indigo,2019-06-09,Kolkata,Banglore,19:20:00,23:45:00,265,1 ,No info,4205
Air India,2019-03-15,Banglore,New Delhi,06:55:00,10:50:00,1675,1 ,No info,7932
Vistara,2019-06-06,Chennai,Kolkata,07:05:00,09:20:00,135,0,No info,3687
Air India,2019-06-12,Delhi,Cochin,20:40:00,09:25:00,765,1 ,No info,7480
Multiple Carriers,2019-06-01,Delhi,Cochin,10:00:00,01:30:00,930,1 ,No info,13377
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,18:15:00,1690,1 ,No info,13584
Indigo,2019-04-24,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,4804
Multiple Carriers,2019-06-12,Delhi,Cochin,19:00:00,01:30:00,390,1 ,No info,6795
Indigo,2019-06-21,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,3943
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,16:20:00,1575,1 ,In-flight meal not included,10844
Air India,2019-05-01,Kolkata,Banglore,05:50:00,12:30:00,1840,2 ,No info,12723
Jet Airways,2019-03-03,Delhi,Cochin,07:05:00,18:50:00,705,1 ,No info,17024
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,18:50:00,1550,1 ,No info,8820
Air Asia,2019-05-27,Banglore,Delhi,23:55:00,02:45:00,170,0,No info,3383
Indigo,2019-05-21,Delhi,Cochin,09:15:00,21:00:00,705,1 ,No info,7318
Jet Airways,2019-03-21,Mumbai,Hyderabad,03:05:00,04:25:00,80,0,No info,5678
Jet Airways,2019-05-27,Delhi,Cochin,09:35:00,12:35:00,1620,2 ,In-flight meal not included,12872
Indigo,2019-03-01,Delhi,Cochin,04:55:00,21:20:00,985,2 ,No info,10278
Multiple Carriers,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,615,1 ,No info,14848
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,04:25:00,1760,2 ,In-flight meal not included,11150
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,04:40:00,1330,1 ,No info,13941
Jet Airways,2019-03-06,Delhi,Cochin,15:05:00,04:25:00,800,1 ,No info,15764
Multiple Carriers,2019-03-09,Delhi,Cochin,08:40:00,21:00:00,740,1 ,No info,18228
Indigo,2019-05-03,Banglore,Delhi,16:55:00,19:55:00,180,0,No info,4823
Jet Airways,2019-06-15,Delhi,Cochin,18:15:00,19:00:00,1485,1 ,In-flight meal not included,10262
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,10:25:00,1220,1 ,In-flight meal not included,7832
Air India,2019-06-09,Kolkata,Banglore,17:30:00,20:25:00,1615,1 ,No info,10413
Indigo,2019-05-09,Delhi,Cochin,17:30:00,01:30:00,480,1 ,No info,8330
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,10:45:00,1065,1 ,No info,9187
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,19:40:00,345,1 ,In-flight meal not included,11134
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,16:20:00,1585,1 ,In-flight meal not included,10031
Air India,2019-05-12,Kolkata,Banglore,10:00:00,01:20:00,920,2 ,No info,13243
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,19:00:00,300,1 ,No info,14714
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,18:25:00,625,1 ,No info,16736
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,10:25:00,280,1 ,No info,12284
Spicejet,2019-06-09,Kolkata,Banglore,08:35:00,17:15:00,520,1 ,No info,6853
Indigo,2019-04-06,Kolkata,Banglore,11:30:00,14:05:00,155,0,No info,4174
Multiple Carriers,2019-06-24,Delhi,Cochin,10:00:00,19:00:00,540,1 ,No info,12717
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,21:00:00,640,1 ,No info,15147
Indigo,2019-06-12,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No info,3175
Air India,2019-06-15,Delhi,Cochin,06:10:00,23:00:00,1010,1 ,No info,8907
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:00:00,600,1 ,No info,10407
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,08:15:00,800,1 ,No info,14571
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1 ,No info,14151
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,21:00:00,660,1 ,No info,13587
Air India,2019-05-09,Kolkata,Banglore,16:50:00,07:55:00,905,1 ,No info,8366
Air India,2019-04-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2 ,No info,9258
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,520,1 ,In-flight meal not included,6959
Indigo,2019-06-09,Delhi,Cochin,08:30:00,21:00:00,750,1 ,No info,6838
Indigo,2019-03-24,Chennai,Kolkata,05:15:00,07:35:00,140,0,No info,4326
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,07:40:00,1420,1 ,No info,22270
Jet Airways,2019-06-15,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,7229
Jet Airways,2019-04-06,Delhi,Cochin,02:15:00,19:00:00,1005,1 ,In-flight meal not included,5177
Indigo,2019-03-09,Chennai,Kolkata,07:55:00,10:15:00,140,0,No info,6297
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,04:25:00,655,1 ,In-flight meal not included,12373
Indigo,2019-05-21,Banglore,Delhi,20:00:00,22:50:00,170,0,No info,4823
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1 ,In-flight meal not included,8586
Air India,2019-05-21,Delhi,Cochin,09:30:00,23:00:00,810,1 ,No info,8907
Air India,2019-05-12,Kolkata,Banglore,09:25:00,05:35:00,1210,2 ,No info,11432
Vistara,2019-06-24,Banglore,Delhi,07:00:00,09:40:00,160,0,No info,4668
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,23:35:00,840,1 ,No info,14151
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,04:25:00,805,1 ,In-flight meal not included,12898
Goair,2019-05-24,Kolkata,Banglore,23:30:00,07:45:00,495,1 ,No info,7335
Indigo,2019-06-03,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4804
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,18:50:00,1350,1 ,No info,8610
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1 ,No info,13731
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,04:25:00,865,1 ,In-flight meal not included,10262
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1 ,In-flight meal not included,12898
Jet Airways,2019-03-06,Delhi,Cochin,17:55:00,04:25:00,2070,2 ,In-flight meal not included,15812
Air India,2019-03-06,Delhi,Cochin,12:00:00,07:40:00,1180,2 ,No info,14746
Air India,2019-05-15,Delhi,Cochin,12:30:00,09:25:00,1255,1 ,No info,7480
Multiple Carriers,2019-06-03,Delhi,Cochin,19:00:00,01:30:00,390,1 ,No info,7198
Air India,2019-06-24,Delhi,Cochin,12:30:00,09:25:00,1255,1 ,No info,7480
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,12:35:00,1390,2 ,No info,12819
Jet Airways,2019-06-12,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,19:00:00,360,1 ,In-flight meal not included,10262
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1 ,No info,13941
Indigo,2019-06-15,Delhi,Cochin,23:30:00,04:35:00,305,1 ,No info,10112
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,22:40:00,930,1 ,No info,8452
Spicejet,2019-06-03,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,3919
Multiple Carriers,2019-05-15,Delhi,Cochin,09:45:00,16:10:00,385,1 ,No info,9646
Vistara,2019-06-06,Kolkata,Banglore,07:10:00,10:45:00,1655,1 ,No info,9187
Air India,2019-03-24,Kolkata,Banglore,20:30:00,23:15:00,1605,1 ,No info,10808
Jet Airways,2019-06-12,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,19:40:00,1605,1 ,In-flight meal not included,11134
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,16:20:00,1220,1 ,No info,14571
Indigo,2019-06-15,Chennai,Kolkata,13:15:00,15:35:00,140,0,No info,3597
Spicejet,2019-05-27,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No info,2017
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4030
Air India,2019-06-18,Delhi,Cochin,05:10:00,08:00:00,170,0,No info,5201
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,04:25:00,1325,2 ,No info,12273
Indigo,2019-03-24,Kolkata,Banglore,17:15:00,20:00:00,165,0,No info,6565
Indigo,2019-03-03,Banglore,New Delhi,05:25:00,10:10:00,285,1 ,No info,7774
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,04:25:00,1375,2 ,No info,10909
Air India,2019-05-18,Kolkata,Banglore,09:50:00,23:15:00,805,2 ,No info,15957
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,09:30:00,1165,1 ,No info,25735
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,21:00:00,780,1 ,No info,17057
Air India,2019-06-21,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No info,3100
Multiple Carriers,2019-03-03,Delhi,Cochin,13:05:00,21:20:00,495,2 ,No info,11966
Air India,2019-05-15,Delhi,Cochin,17:15:00,19:15:00,1560,2 ,No info,13039
Jet Airways,2019-04-03,Banglore,Delhi,11:10:00,14:05:00,175,0,No info,7229
Indigo,2019-03-24,Banglore,New Delhi,04:00:00,06:50:00,170,0,No info,5694
Jet Airways,2019-03-09,Delhi,Cochin,21:50:00,18:50:00,1260,1 ,In-flight meal not included,13843
Indigo,2019-04-27,Kolkata,Banglore,09:35:00,12:20:00,165,0,No info,4804
Indigo,2019-03-03,Banglore,New Delhi,23:30:00,02:20:00,170,0,No info,6144
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,12:00:00,960,1 ,No info,14571
Indigo,2019-06-27,Delhi,Cochin,11:25:00,01:30:00,845,1 ,No info,5684
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,10:25:00,280,1 ,In-flight meal not included,9134
Air India,2019-05-15,Kolkata,Banglore,10:00:00,13:45:00,1665,2 ,No info,16057
Jet Airways,2019-03-21,Delhi,Cochin,18:15:00,04:25:00,610,1 ,No info,12557
Jet Airways,2019-05-21,Banglore,Delhi,15:50:00,18:45:00,175,0,In-flight meal not included,3359
Spicejet,2019-04-09,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3919
Indigo,2019-03-18,Mumbai,Hyderabad,02:30:00,04:00:00,90,0,No info,2754
Indigo,2019-05-21,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No info,2754
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1 ,No info,6853
Indigo,2019-06-06,Delhi,Cochin,21:50:00,03:35:00,345,1 ,No info,6195
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,19:00:00,520,1 ,No info,11264
Jet Airways,2019-05-21,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,4030
Indigo,2019-06-12,Delhi,Cochin,16:00:00,01:30:00,570,1 ,No info,6316
Jet Airways,2019-06-09,Delhi,Cochin,11:00:00,14:15:00,195,0,No info,9564
Multiple Carriers,2019-03-27,Delhi,Cochin,09:00:00,21:00:00,720,1 ,No info,6883
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,12:00:00,330,1 ,In-flight meal not included,9663
Air India,2019-03-03,Banglore,New Delhi,12:00:00,23:55:00,715,3 ,No info,10573
Multiple Carriers,2019-05-21,Delhi,Cochin,02:15:00,11:50:00,575,1 ,No info,14067
Air India,2019-03-03,Banglore,New Delhi,05:50:00,22:10:00,2420,2 ,No info,11791
Indigo,2019-04-01,Banglore,Delhi,10:10:00,13:00:00,170,0,No info,3943
Air India,2019-05-18,Kolkata,Banglore,08:20:00,11:10:00,1610,2 ,No info,11222
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,19:00:00,810,2 ,In-flight meal not included,13029
Jet Airways,2019-06-09,Kolkata,Banglore,16:30:00,22:35:00,365,1 ,In-flight meal not included,10844
Air India,2019-05-15,Kolkata,Banglore,09:50:00,08:55:00,1385,2 ,No info,14960
Jet Airways,2019-06-15,Banglore,Delhi,19:50:00,22:50:00,180,0,No info,8016
Indigo,2019-05-03,Banglore,Delhi,08:30:00,11:20:00,170,0,No info,4823
Indigo,2019-06-24,Kolkata,Banglore,15:30:00,18:05:00,155,0,No info,4804
Indigo,2019-03-09,Banglore,New Delhi,23:30:00,02:20:00,170,0,No info,5694
Multiple Carriers,2019-05-15,Delhi,Cochin,09:00:00,19:00:00,600,1 ,No info,10197
Jet Airways,2019-06-24,Delhi,Cochin,19:10:00,19:00:00,1430,2 ,No info,12819
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,04:40:00,520,1 ,In-flight meal not included,9663
Jet Airways,2019-06-24,Delhi,Cochin,23:05:00,19:00:00,1195,2 ,No info,12819
Jet Airways,2019-03-03,Banglore,New Delhi,05:45:00,05:05:00,1400,1 ,In-flight meal not included,11087
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,04:25:00,1570,1 ,In-flight meal not included,10262
Indigo,2019-05-12,Banglore,Delhi,10:10:00,13:00:00,170,0,No info,3943
Spicejet,2019-04-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,19:15:00,560,1 ,In-flight meal not included,15342
Indigo,2019-05-15,Banglore,Delhi,01:30:00,04:15:00,165,0,No info,3419
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,16:10:00,625,1 ,In-flight meal not included,9134
Jet Airways,2019-05-21,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4030
Indigo,2019-06-21,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No info,4392
Indigo,2019-04-03,Kolkata,Banglore,15:15:00,17:45:00,150,0,No info,4174
